Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
601,10.282039642333984,0,21,19429,20,5,16584,1921,
602,8.68988037109375,0,19,19243,18,5,16486,1921,
603,9.194135665893555,0,19,19246,18,5,16489,1921,
604,7.686853408813477,0,19,19243,18,5,16486,1921,
605,7.452964782714844,0,19,19247,18,5,16490,1921,
606,9.29117202758789,0,19,19249,18,5,16492,1921,
607,9.39488410949707,0,19,19239,18,5,16482,1921,
608,8.543968200683594,0,19,19243,18,5,16486,1921,
609,9.910106658935547,0,19,19250,18,5,16493,1921,
610,7.415056228637695,0,19,19243,18,5,16486,1921,
611,9.25898551940918,0,19,19246,18,5,16489,1921,
612,8.647918701171875,0,19,19246,18,5,16489,1921,
613,8.363962173461914,0,19,19246,18,5,16489,1921,
614,8.70513916015625,0,21,19430,20,5,16585,1921,
615,7.079839706420898,0,19,19239,18,5,16482,1921,
616,8.907079696655273,0,19,19242,18,5,16485,1921,
617,8.182048797607422,0,19,19244,18,5,16487,1921,
618,8.662939071655273,0,19,19250,18,5,16493,1921,
619,8.99505615234375,0,19,19247,18,5,16490,1921,
620,8.579015731811523,0,19,19243,18,5,16486,1921,
621,8.832931518554688,0,19,19249,18,5,16492,1921,
622,8.774042129516602,0,19,19247,18,5,16490,1921,
623,8.959054946899414,0,19,19245,18,5,16488,1921,
624,8.250951766967773,0,19,19241,18,5,16484,1921,
625,7.565975189208984,0,19,19242,18,5,16485,1921,
626,7.887125015258789,0,19,19250,18,5,16493,1921,
627,7.931947708129883,0,19,19241,18,5,16484,1921,
628,9.186983108520508,0,19,19241,18,5,16484,1921,
629,7.997989654541016,0,19,19246,18,5,16489,1921,
630,8.204936981201172,0,19,19247,18,5,16490,1921,
631,8.282184600830078,0,19,19247,18,5,16490,1921,
632,7.920026779174805,0,19,19238,18,5,16481,1921,
633,8.651018142700195,0,19,19244,18,5,16487,1921,
634,8.104085922241211,0,19,19241,18,5,16484,1921,
635,7.723093032836914,0,19,19246,18,5,16489,1921,
636,8.86082649230957,0,19,19249,18,5,16492,1921,
637,8.285045623779297,0,19,19242,18,5,16485,1921,
638,9.364128112792969,0,19,19247,18,5,16490,1921,
639,9.320974349975586,0,19,19241,18,5,16484,1921,
640,9.716033935546875,0,19,19245,18,5,16488,1921,
641,7.846832275390625,0,19,19239,18,5,16482,1921,
642,9.365081787109375,0,19,19239,18,5,16482,1921,
643,10.263919830322266,0,21,19422,20,5,16577,1921,
644,8.491992950439453,0,19,19244,18,5,16487,1921,
645,9.439945220947266,0,19,19241,18,5,16484,1921,
646,7.6541900634765625,0,19,19250,18,5,16493,1921,
647,9.265899658203125,0,19,19242,18,5,16485,1921,
648,9.242057800292969,0,19,19249,18,5,16492,1921,
649,9.07278060913086,0,19,19241,18,5,16484,1921,
650,9.116888046264648,0,19,19238,18,5,16481,1921,
651,8.727073669433594,0,19,19242,18,5,16485,1921,
652,8.88514518737793,0,19,19249,18,5,16492,1921,
653,8.08095932006836,0,19,19240,18,5,16483,1921,
654,9.488105773925781,0,19,19239,18,5,16482,1921,
655,9.730815887451172,0,19,19248,18,5,16491,1921,
656,8.067131042480469,0,19,19243,18,5,16486,1921,
657,9.027957916259766,0,19,19250,18,5,16493,1921,
658,8.36491584777832,0,21,19476,20,5,16631,1921,
659,8.224964141845703,0,19,19239,18,5,16482,1921,
660,8.661031723022461,0,21,19420,20,5,16575,1921,
661,7.913827896118164,0,19,19238,18,5,16481,1921,
662,8.234977722167969,0,19,19241,18,5,16484,1921,
663,9.798049926757812,0,19,19242,18,5,16485,1921,
664,8.739948272705078,0,19,19241,18,5,16484,1921,
665,8.10098648071289,0,19,19245,18,5,16488,1921,
666,8.971214294433594,0,19,19249,18,5,16492,1921,
667,7.807016372680664,0,19,19241,18,5,16484,1921,
668,8.881092071533203,0,19,19247,18,5,16490,1921,
669,8.175849914550781,0,19,19246,18,5,16489,1921,
670,8.157014846801758,0,19,19239,18,5,16482,1921,
671,8.417129516601562,0,21,19424,20,5,16579,1921,
672,8.01992416381836,0,19,19243,18,5,16486,1921,
673,8.253097534179688,0,19,19239,18,5,16482,1921,
674,8.463859558105469,0,19,19240,18,5,16483,1921,
675,8.073091506958008,0,19,19241,18,5,16484,1921,
676,10.510921478271484,0,19,19238,18,5,16481,1921,
677,9.300947189331055,0,19,19248,18,5,16491,1921,
678,8.948087692260742,0,19,19242,18,5,16485,1921,
679,7.575035095214844,0,19,19239,18,5,16482,1921,
680,8.288145065307617,0,19,19250,18,5,16493,1921,
681,8.89897346496582,0,19,19238,18,5,16481,1921,
682,8.136987686157227,0,19,19244,18,5,16487,1921,
683,7.916927337646484,0,19,19241,18,5,16484,1921,
684,8.517026901245117,0,19,19247,18,5,16490,1921,
685,8.105039596557617,0,19,19241,18,5,16484,1921,
686,9.233951568603516,0,19,19243,18,5,16486,1921,
687,7.827997207641602,0,19,19238,18,5,16481,1921,
688,7.297992706298828,0,19,19242,18,5,16485,1921,
689,9.524106979370117,0,19,19245,18,5,16488,1921,
690,7.72404670715332,0,19,19249,18,5,16492,1921,
691,7.119894027709961,0,19,19247,18,5,16490,1921,
692,8.745908737182617,0,19,19249,18,5,16492,1921,
693,9.025096893310547,0,19,19240,18,5,16483,1921,
694,8.891105651855469,0,19,19249,18,5,16492,1921,
695,8.128166198730469,0,21,19424,20,5,16579,1921,
696,7.644891738891602,0,19,19249,18,5,16492,1921,
697,7.215976715087891,0,19,19241,18,5,16484,1921,
698,7.996082305908203,0,19,19246,18,5,16489,1921,
699,9.752988815307617,0,19,19241,18,5,16484,1921,
700,9.752035140991211,0,19,19249,18,5,16492,1921,
701,8.752822875976562,0,19,19240,18,5,16483,1921,
702,8.864879608154297,0,19,19243,18,5,16486,1921,
703,8.911848068237305,0,19,19250,18,5,16493,1921,
704,8.86082649230957,0,19,19247,18,5,16490,1921,
705,8.517980575561523,0,19,19246,18,5,16489,1921,
706,8.913040161132812,0,19,19245,18,5,16488,1921,
707,7.135868072509766,0,19,19242,18,5,16485,1921,
708,9.604930877685547,0,21,19429,20,5,16584,1921,
709,8.430957794189453,0,19,19246,18,5,16489,1921,
710,7.683038711547852,0,19,19249,18,5,16492,1921,
711,7.730007171630859,0,19,19240,18,5,16483,1921,
712,8.008003234863281,0,19,19245,18,5,16488,1921,
713,9.190082550048828,0,19,19238,18,5,16481,1921,
714,7.472038269042969,0,19,19243,18,5,16486,1921,
715,9.08803939819336,0,19,19239,18,5,16482,1921,
716,8.919000625610352,0,19,19241,18,5,16484,1921,
717,8.459806442260742,0,19,19238,18,5,16481,1921,
718,9.882926940917969,0,19,19242,18,5,16485,1921,
719,8.127927780151367,0,19,19244,18,5,16487,1921,
720,8.219003677368164,0,19,19248,18,5,16491,1921,
721,9.125947952270508,0,21,19421,20,5,16576,1921,
722,7.982015609741211,0,19,19242,18,5,16485,1921,
723,7.828950881958008,0,19,19245,18,5,16488,1921,
724,9.422063827514648,0,19,19250,18,5,16493,1921,
725,9.002923965454102,0,19,19239,18,5,16482,1921,
726,8.39996337890625,0,21,19427,20,5,16582,1921,
727,8.68082046508789,0,19,19239,18,5,16482,1921,
728,8.008956909179688,0,19,19240,18,5,16483,1921,
729,7.728099822998047,0,19,19248,18,5,16491,1921,
730,8.226871490478516,0,19,19242,18,5,16485,1921,
731,8.060932159423828,0,19,19240,18,5,16483,1921,
732,8.016824722290039,0,19,19243,18,5,16486,1921,
733,7.560014724731445,0,19,19245,18,5,16488,1921,
734,8.764982223510742,0,19,19245,18,5,16488,1921,
